lemma	paradigm_size
sepu	1
sepultado	1
sepultar	1
sepultura	1
sepulturero	1
sequedad	1
sequía	1
ser	33
sera	1
serban	1
serbia	2
serbio	4
serbobosnio	1
serbocroata	1
serena	1
serendipity	1
serenidad	1
serfaty	1
serfin	1
sergei	1
sergi	1
sergio	1
sergipe	1
serguei	1
sergueyev	1
serguéi	1
seriamente	1
serie	2
seriedad	1
serio	4
sermonear	1
serna	1
serpentear	1
serpentina	1
serpiente	1
serra	1
serrano	1
serrans	1
serrat	1
sert	1
servei	1
servesa	1
servicaixa	1
service	1
servicio	2
servicios	1
servido	2
servidor	1
servidora	1
servidumbre	2
servilismo	1
servilletero	1
servir	14
servià	1
serviá	1
seselj	1
sesenta	1
sesión	2
sesmilo	1
seso	1
sesudo	1
set	2
sete	1
setenta	1
setmana	1
setsuo	1
setumismo	1
seu	1
seudónimo	1
seul	1
seva	1
severamente	1
severo	3
sevilla	1
sevillana	1
sevillano	3
sexagenario	1
sexo	2
sexto	3
sexual	2
sexualidad	1
sexualmente	1
sexy	1
seña	2
señal	2
señalado	2
señalar	11
señalización	1
señor	2
señora	1
señorito	1
señoría	1
seúl	1
sgae	1
shakespeare	1
shaketown	1
shalala	1
shamil	1
shane	1
shanghai	1
shanghái	1
shannon	1
shaquille	1
shareef	1
sharon	1
sharón	1
shas	1
shazai	1
shc	1
shea	1
shearer	1
sheffer	1
shell	1
shelton	1
shepherdstown	1
sheriff	1
shevardnadze	1
shift	1
shiga	1
shik	1
shinsei	1
shinui	1
shinvat	1
shirakawa	1
shirley	1
shirov	1
shisha	1
shkvual	1
shmiga	1
shock	1
shona	1
show	2
showtime	1
shyam	1
si	1
siberia	1
sic	1
sica	1
sichitiu	1
sicilia	1
sicológicamente	1
sida	1
siderurgia	1
siderúrgico	1
sidney	1
siembra	1
siemens	1
siempre	1
sierra	1
siesta	1
siete	1
sietemachos	1
sietemesino	1
sigfried	1
sigilo	1
sigla	1
siglo	2
sigmund	1
significación	1
significado	1
significante	1
significar	9
significativamente	1
significativo	4
signo	2
signorile	1
siguiente	2
siina	1
sij	1
silbar	1
silbido	2
sildenafilo	1
silenciar	2
silencio	2
silenciosamente	1
silencioso	2
silenciós	1
siles	1
silicon	1
silin	1
silla	2
sillón	1
silo	1
silueta	1
silva	2
silver	1
silverstone	1
silverthom	1
silvia	1
silvio	1
sima	1
simant	1
simbolizado	1
simbolizar	1
simbólicamente	1
simbólico	3
simeone	1
simetría	1
simeón	1
simfònica	1
similar	2
similitud	2
simio	1
simlife	1
simo	1
simon	1
simons	1
simpatiquísimo	1
simpatizante	1
simpatía	2
simple	2
simplemente	1
simplicidad	1
simplificado	1
simplificar	1
simpson	1
simpático	2
simulación	1
simulacro	2
simulado	2
simultanear	1
simultaneidad	1
simultáneamente	1
simultáneo	2
simón	1
sin	1
sina	1
sinai	1
sinapsis	1
sinatra	1
sinaí	1
sinceramente	1
sinceridad	1
sincero	4
sindicación	1
sindical	2
sindicalista	2
sindicat	1
sindicato	2
sindicatos	1
sindicona	1
sindri	1
sinergia	1
sinfonía	2
sinfín	1
sinfónico	1
singapur	1
singh	1
single	1
singson	1
singular	2
singularidad	2
siniestrado	1
siniestralidad	1
siniestro	2
sinisola	1
sinisterra	1
sinistra	1
sinn	1
sino	1
sinsabor	1
sint	1
sintaxis	1
sintetizado	2
sintetizador	1
sintetizar	3
sintomático	1
sintonizar	1
sintonía	2
sintoísta	1
sintético	1
sinuoso	2
sinvergüenza	1
sinónimo	1
sionista	1
siquiera	1
sir	1
sirena	1
sirenita	1
siria	1
sirio	4
sirvienta	1
sirviente	1
siseo	1
sismológico	2
sismógrafo	1
sistema	2
sistematización	1
sistemáticamente	1
sistemático	3
sistiaga	1
sita	1
sitc	1
sitcom	1
sitges	1
sitio	2
sito	2
sittlichkeit	1
situación	2
situado	4
situar	13
siurana	1
siwiec	1
sixmith	1
sixte	1
sixtina	1
sjeng	1
skandia	1
sketch	1
skin	1
skinhead	1
skins	1
skopje	1
skuratov	1
sl	1
slam	1
slams	1
slater	1
slava	1
slavia	1
slobodan	1
slogan	1
slots	1
sluizer	1
sly	1
smaragdis	1
smashing	1
sme	1
smith	1
smithsonian	1
snet	1
snob	1
snowboard	1
sobar	1
sobe	1
soberanamente	1
soberanista	1
soberano	2
soberanía	1
soberbia	1
soberbio	1
sobornable	1
sobornar	2
soborno	1
sobra	2
sobradamente	1
sobrado	2
sobrante	1
sobrar	3
sobras	1
sobre	2
sobreandar	1
sobrecapacidad	1
sobrecarga	1
sobrecargado	1
sobredimensionado	2
sobredimensionar	1
sobredosis	1
sobreexplotación	1
sobrenatural	1
sobrepasar	7
sobreponer	3
sobrequés	1
sobrero	1
sobresaliente	1
sobresalir	2
sobresaltado	1
sobresalto	2
sobreseimiento	1
sobreseído	1
sobresueldo	1
sobrevenir	1
sobreviviente	1
sobrevivir	4
sobrevolar	4
sobrevuelo	1
sobrina	1
sobrino	2
socarrón	1
socavar	1
socavón	1
socia	1
sociabilidad	1
social	2
socialcomunista	1
socialcristiano	2
socialdemocracia	1
socialdemócrata	2
sociales	1
socialismo	1
socialista	2
socialistas	1
socializar	1
socialmente	1
socials	1
socieconómico	1
sociedad	2
sociedades	1
societat	1
socio	2
socioeconómico	2
socioliberal	1
sociológicas	1
sociológico	1
sociólogo	1
socog	1
socorrista	1
socorro	1
soda	1
sodomizado	1
soez	1
sofisticado	4
sofocante	1
sofocar	2
sofocón	1
sofoquina	1
sofres	1
sofrito	1
software	1
sofá	1
sofía	1
sogecable	1
sogecine	1
sogo	1
soho	1
soichi	1
soichiro	1
soir	1
sokolov	1
sokombo	1
sol	2
sola	1
solamente	1
solana	1
solano	1
solapa	1
solapamiento	1
solapar	1
solar	2
solari	1
solas	1
soldadito	1
soldado	2
soldador	1
soldadura	1
soldar	3
soldevilla	1
soldier	1
soleado	1
solecito	1
soledad	2
solemne	2
solemnidad	1
soler	6
solera	1
solheim	1
solicitado	3
solicitante	2
solicitar	12
solicitud	2
solid	1
solidaridad	1
solidario	3
solidarizar	4
solidez	1
solipsismo	1
solista	2
solitariamente	1
solitario	3
solito	1
solitón	1
soliviantado	1
sollozar	1
sollozo	1
solo	4
solomillo	1
solsonès	1
soltar	3
soltera	1
soltero	1
soltura	1
solubilidad	1
soluble	2
solucionar	2
solución	2
solutrea	1
solutrense	1
solvencia	1
solventar	2
solá	1
solórzano	1
som	1
somalo	1
sombra	2
sombrero	2
sombrilla	1
someter	13
sometido	4
sometimiento	1
somosaguas	1
somático	1
son	1
sonal	1
sonar	7
sonata	1
sonatrach	1
sonda	2
sondear	1
sondeo	2
sonera	1
soneto	2
sonia	1
sonido	2
sonoridad	1
sonoro	3
sonotone	1
sonreír	7
sonrientemente	1
sonrisa	2
sonrojar	2
sonrojo	1
sony	1
sonámbulo	1
sopa	2
sopena	1
sopesar	1
sophie	1
sopicaldo	1
soplar	1
soplete	1
soplo	1
soportable	1
soportar	6
soporte	2
soporífero	1
soprano	2
sorando	1
sordi	1
sordo	2
soria	1
soriano	2
sorin	1
soros	1
sorprendente	2
sorprendentemente	1
sorprender	11
sorprendido	4
sorpresa	2
sorpresivamente	1
sorpresivo	2
sortear	2
sorteo	2
sosiego	1
soslayar	2
sospecha	2
sospechar	7
sospechoso	4
sostener	10
sostenibilidad	1
sostenible	2
sostenido	2
sostenido-	1
soterramiento	1
soterrar	2
soto	1
sotomayor	1
sousa	1
southeastern	1
southport	1
sov	1
soviética	1
soviético	4
soy	1
soyuz	1
soñado	1
soñando	1
soñar	7
space	1
spadea	1
spain	1
spanair	1
spanglish	1
spanish	1
spantax	1
sparta	1
spd	1
spears	1
specialized	1
speed	1
speight	1
speihgt	1
spencer	1
spice	1
spiegel	1
spielberg	1
spin	2
spirk	1
spitaler	1
splendid	1
spo	1
spoe	1
sporitelna	1
sport	1
springer	1
sprint	1
sprinter	1
sps	1
spurs	1
square	1
squash	1
squatters	1
squillari	1
sra	1
srb	1
srdja	1
sri	1
srinagar	1
srs	1
ss	1
stadio	1
stadium	1
staff	1
stam	1
stampa	1
stan	1
standard	1
standby	1
standing	1
stanford	1
stankovic	1
stanley	1
stanlow	1
staples	1
starlink	1
starr	1
startlink	1
state	1
statoil	1
status	1
stefanel	1
stefania	1
steffi	1
stein	1
steinbrenner	1
stem	1
stepanek	1
stephen	1
stepnik	1
stern	1
stet	1
steve	1
stevens	1
stewart	1
sticky	1
stiller	1
sting	1
stipe	1
stjepan	1
stock	1
stoiber	1
stoichkov	1
stojan	1
stoller	1
stoltenberg	1
stone	1
stones	1
stoniano	1
storting	1
story	1
stott	1
stpiber	1
stradivari	1
stradivarius	1
strategic	1
strauss	1
straw	1
strawberry	1
streaker	1
streaking	1
street	1
strehler	1
strider	1
stroebele	1
stromza	1
strongest	1
ströbele	1
stu	1
studio	1
sturm	1
stuttgart	1
stéphane	1
su	2
suave	2
suavidad	1
suavizar	1
sub	1
subacuático	2
subalpina	1
subasta	2
subastar	4
subastero	1
subcampeona	1
subcampeonato	1
subcampeón	1
subconsciente	1
subcontrata	1
subcontratación	1
subcontratado	2
subdelegación	1
subdelegado	1
subdesarrollo	1
subdialecto	1
subdirección	1
subdirector	1
subdirectora	1
subestimar	1
subhumano	1
subida	2
subido	1
subiela	1
subir	13
subirà	1
subirá	1
subjetivamente	1
subjetivo	2
sublimación	1
submarinismo	1
submarinista	2
submarino	2
subnormal	1
suboficial	1
subrayar	7
subregional	1
subregión	1
subsanable	1
subsanar	4
subsecretario	1
subsector	1
subsidiar	1
subsidiario	1
subsidio	2
subsistencia	1
subsistir	4
subsuelo	1
subsumir	1
subteniente	1
subterráneo	4
subtitulado	1
suburbano	2
suburbial	1
suburbio	2
subvencionado	1
subvencionar	1
subvención	2
subversivo	1
subversión	1
subyacente	1
subyacer	1
succión	1
suceder	10
sucedido	1
sucedáneo	1
sucesivamente	1
sucesivo	2
sucesión	1
suceso	2
sucesor	2
sucesora	1
suciedad	1
sucio	3
sucre	2
suculento	1
sucumbir	4
sucursal	2
sucursalista	1
sud	1
sudadera	1
sudafricana	1
sudafricano	4
sudamericano	2
sudamérica	1
sudar	1
sudeste	1
sudor	1
sudoración	1
sudáfrica	1
sudán	1
sueca	1
suecia	1
sueco	4
sueldo	2
suelo	2
suelta	1
suelto	2
suena	1
suert	1
suerte	1
suez	1
sueño	2
sueños	1
suffolk	1
suficiencia	1
suficiente	2
suficientemente	1
sufijo	1
sufragar	1
sufragio	2
sufrido	4
sufridor	1
sufrimiento	2
sufrir	16
sufro	1
sugarcubes	1
sugarhill	1
sugerencia	1
sugerente	2
sugerido	1
sugeridor	1
sugerir	5
sugestivo	1
sugiyama	1
suharto	1
suicida	2
suicidarse	2
suicidio	2
suicídate	1
suite	1
suiza	2
suizo	3
sujetador	1
sujetar	2
sujeto	4
sukarno	1
sukarnoputri	1
suker	1
sul	1
sula	1
sulfúrico	1
sultan	1
suma	2
sumado	2
sumamente	1
sumar	14
sumarial	1
sumario	2
sumarísimo	1
sumatra	1
sumergible	1
sumergido	2
sumergir	2
sumidero	1
sumido	2
suministrado	1
suministrador	1
suministrar	5
suministro	2
sumir	3
sumisa	1
sumiso	2
sumo	2
sun	1
sunalliance	1
sundae	1
sunday	1
sunder	1
sunderland	1
sundermeyer	1
suns	1
suntuoso	1
sunyer	1
supeditado	2
supeditar	4
super	1
superación	1
superado	4
superar	16
supercable	1
supercampeón	1
superciclotímico	1
superclásico	1
superconductividad	1
superconductor	1
supercopa	1
superdotado	1
superficial	2
superficie	2
superfluo	2
supergallo	1
supergallos	1
supergigante	1
superhombre	1
superhéroe	1
superintendencia	1
superintendente	1
superior	2
superioridad	1
superjugador	1
superliga	1
supermercado	2
superministro	1
supermosca	1
supermulta	1
supermán	1
superponer	1
supersonics	1
supersticioso	2
supertec	1
supervisar	3
supervisión	1
supervisor	2
supervivencia	1
superviviente	2
supervivientes	1
superwelter	1
superwélter	1
superávit	1
suplementario	2
suplemento	1
suplente	2
suplicar	1
suplicio	2
suplir	1
suponer	17
suposición	1
supramunicipal	1
suprema	1
supremacía	1
supremo	4
supresión	2
suprimir	3
supuestamente	1
supuesto	4
sur	1
surafricano	2
suramericana	1
suramericano	4
suramérica	1
surcorea	1
surcoreano	2
sureste	1
sureño	2
surfista	1
surgido	2
surgimiento	1
surgir	7
suroccidental	1
suroeste	1
surrealismo	1
surrealista	1
surtido	1
surtir	1
suráfrica	1
sus	1
susana	1
susanne	1
susceptible	2
suscitado	3
suscitar	3
suscribir	8
suscripción	1
suscrito	3
sushil	1
susi	1
susis	1
suso	1
susodicho	1
suspender	10
suspendido	2
suspense	1
suspensivo	1
suspensión	2
suspenso	1
suspirar	2
suspiro	1
sustancia	2
sustancial	2
sustancialmente	1
sustancias	1
sustancioso	2
sustentado	1
sustentar	3
sustento	1
sustitución	1
sustituido	2
sustituir	12
sustituta	1
sustituto	1
sustitutorio	1
sustituyente	1
susto	1
sustracción	2
sustraer	3
sustrato	1
sustraído	1
susurrar	1
susurro	2
sutil	2
sutter	1
suu	1
suyas	1
suyo	4
suzuki	1
suárez	1
sven	1
svenska	1
svensson	1
sweet	1
swing	1
swisscom	1
sydney	1
sydor	1
syllabus	1
sywo	1
szerdahely	1
szola	1
sábado	2
sábana	1
sádica	1
sádico	2
sáenz	1
sáez	1
sáiz	1
sánchez	1
sándei	1
sátira	1
sèquia	1
sé	1
séguin	1
sénior	1
séptico	1
séptima	1
séptimo	2
séquito	1
sí	1
sílvia	1
símbolo	2
símil	1
síndrome	1
síntesis	1
síntoma	2
sóc	1
sócrates	1
sólidamente	1
sólido	4
sólo	1
sórdido	2
sótano	1
súbdito	1
súbito	2
súper	1
súplica	1
súñer	1
süddeutsche	1
t	1
ta	1
taba	1
tabacalera	2
tabacalero	1
tabaco	1
tabasco	1
taberna	1
taberner	1
tabla	2
tablada	1
tablao	1
tablero	2
tablicia	1
tablón	1
taburiente	1
tabú	2
tac	1
taca	1
tacañería	1
tacaño	1
tachado	1
tachar	5
tacis	1
taciturno	1
taco	1
tacones	1
tacón	1
tagliabue	1
tagliani	1
taha	1
tahures	1
tailandia	1
tailandés	2
taipei	1
taiwanés	3
taiwán	1
tajante	2
tajo	1
takafumi	1
takeshita	1
tal	2
tala	1
talante	2
talavera	1
talento	2
talismán	1
talla	1
tallado	1
tallahassee	1
taller	2
talonario	1
talón	2
tamara	1
tamaño	2
tambalear	2
tambien	1
también	1
tambor	2
tambuerello	1
tamiz	1
tampa	1
tampico	1
tampoco	1
tamudo	1
tan	1
tanatorio	1
tanda	1
tangible	1
tango	1
tanja	1
tanjevic	1
tanjung	1
tanque	2
tantear	1
tanteo	2
tanto	5
tapa	1
tapadera	1
tapado	1
tapar	5
tapia	1
tapicerías	1
tapiz	2
tapujo	1
tapón	2
taquillero	2
taquígrafo	1
tara	1
taraf	1
tarango	1
tararear	1
tardar	11
tarde	2
tardelli	1
tardorromántico	1
tardío	2
tarea	2
tarifa	2
tarima	1
tarjeta	2
tarraconense	1
tarradellas	1
tarragona	1
tarragonès	1
tarrés	1
tarta	1
tartiere	1
tasa	2
tasado	1
task	1
taskent	1
tatarear	1
tate	1
tatopani	1
tau	1
taulí	1
taurino	1
taurobólico	1
taxi	2
taxis	1
taxista	2
taxotere	1
taye	1
taylor	1
taza	1
tazin	1
taüll	1
tbilisi	1
tbo	1
tbs	1
tc	1
tcnq	1
tcs	1
tdc	1
tdk	1
team	1
tears	1
teatral	2
teatre	1
teatro	2
tecglen	1
techno	1
technologies	1
technology	1
techo	1
techumbre	1
tecla	1
teclado	1
tecnología	2
tecnológica	1
tecnológicamente	1
tecnológico	4
tecos	1
ted	1
teddy	1
tedioso	1
tee	1
teherán	1
teinver	1
teixidor	1
teixonera	1
teja	1
tejadillo	1
tejado	1
tejano	3
tejas	1
tejer	2
tejido	2
teknon	1
tel	1
tela	2
tele	2
telecom	1
telecomunicaciones	1
telecomunicación	2
teleconferencia	1
telecor	1
telediario	1
telefonear	3
telefonino	1
telefonía	1
telefunken	1
telefónica	1
telefónicamente	1
telefónicas	1
telefónico	4
telegrama	1
telegraph	1
telegráfico	1
telekom	1
telele	1
telemadrid	1
telemetría	1
telemundo	1
telemático	1
telenor	1
telenotícies	1
telenovela	2
telepizza	1
telescopio	1
telesp	1
telespectador	1
telespectadores	1
teletexto	1
televidente	1
televisado	2
televisivo	3
televisió	1
televisión	2
televisor	2
telia	1
tello	1
telmo	1
telos	1
teluro	1
teléfono	2
teléfonos	1
telégrafo	1
telía	1
telón	1
tema	2
temario	2
temasa	1
temblar	3
temblor	2
temer	7
temerario	3
temeroso	3
temible	2
temido	1
temor	2
temperamento	1
temperatura	2
tempestad	1
templado	1
templar	1
templarios	1
temple	1
templi	1
templo	1
tempo	1
temporada	2
temporal	2
temporalidad	1
temporalmente	1
tempranamente	1
tempranero	1
temprano	3
temps	1
temática	1
temático	4
tenacidad	1
tenaz	1
tendencia	2
tendente	1
tender	5
tenderete	2
tendero	1
tendido	3
tendón	1
tener	31
tenerife	1
tengara	1
teniente	1
tenis	1
tenista	2
tennessee	1
tennis	1
tenor	1
tenorio	1
tensión	2
tenso	4
tentación	2
tentacular	1
tentado	1
tentativa	1
tentempié	2
tentetieso	1
tenue	1
teo	1
teoría	1
tequila	1
terapia	2
terapéutico	2
terashima	1
tercer	1
tercera	1
tercermundista	1
tercero	5
tercio	2
terciopelo	1
terco	1
terence	1
teresa	1
tergiversación	1
tergiversar	2
termes	1
terminado	3
terminal	2
terminante	1
terminar	10
terminología	1
termodinámicamente	1
termomoldeable	1
termómetro	2
ternera	1
ternura	1
terra	1
terrades	1
terraplén	1
terrassa	1
terrateniente	2
terraza	1
terremoto	2
terrenal	1
terreno	2
terreros	1
terrestre	2
terrible	2
terriblemente	1
territorial	2
territorialidad	1
territorio	2
terrones	1
terror	1
terrorismo	1
terrorista	2
terrorífico	2
terry	1
tertulia	2
teruel	1
tesis	1
tesitura	1
tesorero	1
tesorería	1
tesoro	2
test	1
testaferro	1
testamento	1
testicular	1
testifical	1
testificar	1
testigo	2
testimoni	1
testimonial	1
testimoniar	1
testimonio	1
testosterona	1
testuz	1
tesón	1
teta	1
tete	1
tetrabenzoporfirina	1
tetrabrik	1
tetrametiltetratiaful	1
tetrapléjico	1
tetratiafulvaleno	1
tetuán	1
teucro	1
texaco	1
texas	1
textil	2
texto	2
textualmente	1
textura	1
tez	1
tezcat	1
teñido	2
teñir	1
teófila	1
teólogo	2
teóricamente	1
teórico	3
thabet	1
thailandia	1
thailandés	2
thais	1
the	1
theilaker	1
theodor	1
theunisse	1
thierry	1
thiry	1
thoko	1
thomas	1
thompson	1
thonon	1
thor	1
thorbjorn	1
thorn	1
thq	1
thriller	1
thurman	1
tiananmen	1
tiberi	1
tibia	1
tibidabo	1
tibio	3
tiburón	1
tic	1
ticket	1
tico	2
tieleman	1
tiempo	2
tiempos	1
tienda	2
tiende	1
tientas	1
tierno	2
tierra	2
tieso	1
tifus	1
tigre	1
tijarafe	1
tijuanense	1
til	1
tildado	1
tildar	2
tilde	1
tilín	1
tim	1
timbal	1
timberwolves	1
timbre	1
time	1
times	1
timidez	1
timo	1
timor	1
timorense	2
timón	1
tindaya	1
tinerfeñista	1
tinglado	1
tiniebla	1
tinnitus	1
tino	1
tinta	1
tinte	2
tinto	2
tipejo	1
tipificación	1
tipificado	1
tipo	2
tipografía	1
tipográfico	1
tipuana	1
tira	2
tirada	1
tirado	2
tirador	2
tirajana	1
tirantez	1
tirar	12
tireless	1
tirio	1
tiro	2
tirol	1
tiros	1
tiroteo	1
tirrenia	1
tirria	1
tirso	1
tirón	1
titherington	1
tito	1
titulación	1
titulado	2
titulados	1
titular	4
titularidad	1
titànic	1
titán	2
tití	2
tiza	1
tizi	1
tizona	1
tmtsf	1
tmttf	1
tn	1
tnc	1
tncq	1
tnq	1
to	1
toalla	1
tobago	1
tobera	2
tobillo	2
tobin	1
tobogán	1
toca	1
tocado	3
tocador	1
tocar	16
tocata	1
tocino	1
tocumen	1
toda	1
todaka	1
todas	1
todavía	1
today	1
todd	1
todo	4
todopoderoso	2
todor	1
todos	1
todoterreno	2
toisón	1
tokio	1
tola	1
toldo	1
toldrà	1
toledano	1
toledo	1
tolerable	1
tolerancia	1
tolerante	1
tolerar	3
toletero	1
toller	1
tolstoi	1
toluca	1
tom	1
toma	2
tomado	3
tomar	19
tomas	1
tomaschewscky	1
tomasson	1
tomate	2
tomatera	1
tomavistas	1
tommy	1
tomo	2
tomografía	1
tomàs	1
tomás	1
tomé	1
tonalidad	1
tonelada	1
tonelaje	1
toni	1
tonino	1
tonk	1
tono	2
tonos	1
tonsurado	1
tonta	1
tontería	1
tonto	3
tony	1
toolson	1
top	1
topar	2
tope	2
topkapi	1
topónimo	1
toque	2
tor	1
tora	1
torcedor	1
torcer	2
tordera	1
toreo	1
torera	1
torero	1
toril	1
tormenta	2
tormento	1
tormo	1
torna	1
tornar	2
torneo	2
tornillo	1
torno	1
toro	2
